2.000000000000000000e+00 4.210000112652778625e-02 4.800000041723251343e-02
3.000000000000000000e+00 -8.100000210106372833e-03 5.499999970197677612e-02
4.000000000000000000e+00 4.679999873042106628e-02 6.400000303983688354e-02
5.000000000000000000e+00 1.190000027418136597e-02 6.599999964237213135e-02
6.000000000000000000e+00 -2.549999952316284180e-02 7.299999892711639404e-02
7.000000000000000000e+00 -7.349999994039535522e-02 7.800000160932540894e-02
8.000000000000000000e+00 -1.999999955296516418e-02 8.900000154972076416e-02
9.000000000000000000e+00 2.745000123977661133e-01 9.899999946355819702e-02
1.000000000000000000e+01 -1.333000063896179199e-01 1.120000034570693970e-01
1.100000000000000000e+01 1.994999945163726807e-01 1.239999979734420776e-01
1.200000000000000000e+01 1.723999977111816406e-01 1.379999965429306030e-01
1.300000000000000000e+01 -1.674000024795532227e-01 1.519999951124191284e-01
1.400000000000000000e+01 -3.143000006675720215e-01 1.669999957084655762e-01
1.500000000000000000e+01 1.695999950170516968e-01 1.819999963045120239e-01
1.600000000000000000e+01 1.081999987363815308e-01 1.979999989271163940e-01
1.700000000000000000e+01 7.190000265836715698e-02 2.140000015497207642e-01
1.800000000000000000e+01 4.259999841451644897e-02 2.310000061988830566e-01
1.900000000000000000e+01 -1.541000008583068848e-01 2.489999979734420776e-01
2.000000000000000000e+01 7.639999687671661377e-02 2.660000026226043701e-01
2.100000000000000000e+01 1.562999933958053589e-01 2.860000133514404297e-01
2.200000000000000000e+01 -1.235999986529350281e-01 3.039999902248382568e-01
2.300000000000000000e+01 -4.619999974966049194e-02 3.240000009536743164e-01
2.400000000000000000e+01 1.146999970078468323e-01 3.429999947547912598e-01
2.500000000000000000e+01 -1.632999926805496216e-01 3.639999926090240479e-01
2.600000000000000000e+01 -1.539999991655349731e-02 3.840000033378601074e-01
2.700000000000000000e+01 -6.599999964237213135e-02 4.059999883174896240e-01
2.800000000000000000e+01 -1.424999982118606567e-01 4.269999861717224121e-01
2.900000000000000000e+01 -3.614999949932098389e-01 4.499999880790710449e-01
4.771099853515625000e+01 1.040000021457672119e-01 1.700000092387199402e-02
7.647200012207031250e+01 4.309999942779541016e-01 2.700000070035457611e-02
1.059169998168945312e+02 8.679999709129333496e-01 3.999999910593032837e-02
1.356049957275390625e+02 1.093999981880187988e+00 4.899999871850013733e-02
1.654060058593750000e+02 1.006999969482421875e+00 5.299999937415122986e-02
1.952669982910156250e+02 8.090000152587890625e-01 5.799999833106994629e-02
2.251649932861328125e+02 1.179000020027160645e+00 7.299999892711639404e-02
2.550870056152343750e+02 2.941999912261962891e+00 1.070000007748603821e-01
2.850249938964843750e+02 6.652999877929687500e+00 1.640000045299530029e-01
3.149750061035156250e+02 1.194200038909912109e+01 2.370000034570693970e-01
3.449339904785156250e+02 1.707299995422363281e+01 3.089999854564666748e-01
3.748989868164062500e+02 2.037899971008300781e+01 3.589999973773956299e-01
4.048699951171875000e+02 2.117600059509277344e+01 3.750000000000000000e-01
4.348439941406250000e+02 1.897699928283691406e+01 3.580000102519989014e-01
4.648219909667968750e+02 1.421000003814697266e+01 3.260000050067901611e-01
4.948030090332031250e+02 9.897000312805175781e+00 2.969999909400939941e-01
5.247849731445312500e+02 6.821000099182128906e+00 2.540000081062316895e-01
5.547700195312500000e+02 9.166999816894531250e+00 2.939999997615814209e-01
5.847559814453125000e+02 1.510400009155273438e+01 3.729999959468841553e-01
6.147440185546875000e+02 2.417399978637695312e+01 4.729999899864196777e-01
