2.000000000000000000e+00 2.422019958496093750e+02 3.518535156250000000e+02
3.000000000000000000e+00 8.862089843750000000e+02 7.845574951171875000e+02
4.000000000000000000e+00 7.281069946289062500e+02 5.024550170898437500e+02
5.000000000000000000e+00 1.391614013671875000e+03 7.984580078125000000e+02
6.000000000000000000e+00 5.426049804687500000e+02 2.748529968261718750e+02
7.000000000000000000e+00 1.122711059570312500e+03 5.072550048828125000e+02
8.000000000000000000e+00 6.570070190429687500e+02 2.712525024414062500e+02
9.000000000000000000e+00 6.490059814453125000e+02 2.510025024414062500e+02
1.000000000000000000e+01 8.747089843750000000e+02 3.149030151367187500e+02
1.100000000000000000e+01 9.860100097656250000e+02 3.330534973144531250e+02
1.200000000000000000e+01 7.831079711914062500e+02 2.527025146484375000e+02
1.300000000000000000e+01 6.787069702148437500e+02 2.094024963378906250e+02
1.400000000000000000e+01 8.245079956054687500e+02 2.415025024414062500e+02
1.500000000000000000e+01 8.774089965820312500e+02 2.474525146484375000e+02
1.600000000000000000e+01 7.039069824218750000e+02 1.967019958496093750e+02
1.700000000000000000e+01 8.812089843750000000e+02 2.329024963378906250e+02
1.800000000000000000e+01 6.800070190429687500e+02 1.754014892578125000e+02
1.900000000000000000e+01 8.418079833984375000e+02 2.110019989013671875e+02
2.000000000000000000e+01 7.633079833984375000e+02 1.847519989013671875e+02
2.100000000000000000e+01 6.704069824218750000e+02 1.608014984130859375e+02
2.200000000000000000e+01 6.005059814453125000e+02 1.415014953613281250e+02
2.300000000000000000e+01 7.740079956054687500e+02 1.761520080566406250e+02
2.400000000000000000e+01 8.226079711914062500e+02 1.816019897460937500e+02
2.500000000000000000e+01 8.487080078125000000e+02 1.860019989013671875e+02
2.600000000000000000e+01 9.035089721679687500e+02 1.922519989013671875e+02
2.700000000000000000e+01 8.975089721679687500e+02 1.861520080566406250e+02
2.800000000000000000e+01 1.142311035156250000e+03 2.316524963378906250e+02
2.900000000000000000e+01 1.140010986328125000e+03 2.269024963378906250e+02
4.771099853515625000e+01 1.487251953125000000e+03 5.130699920654296875e+01
7.647200012207031250e+01 2.042917968750000000e+03 5.506399917602539062e+01
1.059169998168945312e+02 2.960235107421875000e+03 6.533499908447265625e+01
1.356049957275390625e+02 3.868375976562500000e+03 7.729599761962890625e+01
1.654060058593750000e+02 4.886579101562500000e+03 8.696800231933593750e+01
1.952669982910156250e+02 5.464150878906250000e+03 9.090000152587890625e+01
2.251649932861328125e+02 5.786166992187500000e+03 8.743099975585937500e+01
2.550870056152343750e+02 5.366121093750000000e+03 7.718000030517578125e+01
2.850249938964843750e+02 4.627076171875000000e+03 6.270399856567382812e+01
3.149750061035156250e+02 3.600452880859375000e+03 4.728699874877929688e+01
3.449339904785156250e+02 2.630058105468750000e+03 3.395899963378906250e+01
3.748989868164062500e+02 2.030650024414062500e+03 2.487100028991699219e+01
4.048699951171875000e+02 1.750862060546875000e+03 2.074699974060058594e+01
4.348439941406250000e+02 1.784114013671875000e+03 2.069899940490722656e+01
4.648219909667968750e+02 2.159716064453125000e+03 2.277799987792968750e+01
4.948030090332031250e+02 2.419459960937500000e+03 2.499900054931640625e+01
5.247849731445312500e+02 2.571105957031250000e+03 2.594499969482421875e+01
5.547700195312500000e+02 2.542552978515625000e+03 2.506900024414062500e+01
5.847559814453125000e+02 2.358374023437500000e+03 2.274099922180175781e+01
6.147440185546875000e+02 2.092940917968750000e+03 1.986400032043457031e+01
6.447319946289062500e+02 1.882165039062500000e+03 1.750600051879882812e+01
6.747219848632812500e+02 1.811399047851562500e+03 1.642499923706054688e+01
