1.032872169388468501e+04 3.060308447069452882e+02
9.982535561985148888e+03 -1.448552405297780297e+02
1.007729267686953608e+04 -3.921320842392872237e+02
1.020023112287621370e+04 4.568722937709159737e+02
1.016142949022482208e+04 2.564515128355959064e+02
9.930379806506425666e+03 -3.549517147285217789e+02
9.511603024915668357e+03 -4.329191973217968439e+02
9.986806586672400954e+03 -2.713629765298439338e+02
1.010079299076198004e+04 2.126601404878490769e+02
1.052472552135596015e+04 1.073673068792031472e+03
9.835963138108885687e+03 -1.720490101608584439e+02
9.595923992014200849e+03 -5.755526034587447839e+02
1.002783046179923986e+04 -2.645438235363976105e+02
1.031519867243226508e+04 2.373431510272837670e+02
9.617297661267548392e+03 -1.143962218967482841e+03
9.923331009413481297e+03 -2.826838905286806494e+02
1.035347281015129556e+04 4.967505379002699328e+02
1.033587419114449949e+04 4.219587648297774649e+02
1.004480896708100227e+04 -3.217086796474539057e+01
9.810448207082443332e+03 4.253584608369780540e+02
1.020799604630204885e+04 6.974359745315788359e+02
9.980087154578137415e+03 4.742775291703583207e+02
9.912805810346211729e+03 4.868104574880377555e+01
1.048804979297188038e+04 7.457094774476300927e+02
9.904649566316156779e+03 -4.796800216942150428e+02
9.825160156658192136e+03 -3.729167739101183088e+02
1.036615102165989447e+04 8.817311338743749047e+02
9.776676196569780586e+03 -1.038464995085530234e+02
1.007349172764947616e+04 3.689046209044578006e+01
9.692984523935305333e+03 -6.082512270061125719e+02
9.788410535569379135e+03 -3.666745261364836779e+02
1.027816281275624351e+04 2.815171573851237099e+02
1.039077210791067409e+04 2.937406015801368540e+02
9.497555034941751728e+03 -3.738134455402769731e+02
1.065083624421434615e+04 7.644211549669250871e+02
1.003015928621450985e+04 -1.819568165966120148e+02
9.794253333641225254e+03 -4.651241522043733312e+02
1.057416963288734041e+04 1.216492113045584844e+01
1.038943574343198816e+04 5.248079013125243364e+02
1.022988264482822524e+04 3.759791129574822435e+02
1.024771052819588476e+04 4.075318722925404131e+02
9.484154532638449382e+03 -9.725406211930381914e+02
1.005417979885492787e+04 -3.603934179477723205e+02
9.579809459483090905e+03 -2.124657105384133047e+02
9.096381837308237664e+03 -1.316736091904044315e+03
9.626701203514287045e+03 -4.565729294045139568e+02
1.003875954327324507e+04 -1.287872281536361925e+02
1.031077201087447247e+04 8.670688011079838589e+02
9.965537444020857947e+03 -5.947979608088024861e+01
1.006519271657053105e+04 2.541852941478475714e+02
9.932517134388514023e+03 -5.178690820500895597e+02
1.042754898190156382e+04 9.925215900158744944e+02
1.015780293324020022e+04 1.979375111008353727e+01
1.029168882559166013e+04 2.624705562083663040e+02
1.001199672489497607e+04 -1.237966749061677234e+02
1.030632473086747268e+04 2.110310062845514381e+02
1.003641612912321580e+04 -4.511172178694544073e+02
1.011706947483569638e+04 3.795042594898092148e+02
1.022831850727703568e+04 -4.039352043312391629e+02
1.001365075519760103e+04 -2.726133405119609847e+02
1.001950312379762545e+04 4.881057477888438001e+01
1.038995703541019247e+04 6.616206680016719019e+02
1.007161869202778144e+04 -5.484132021678623232e+02
9.104960355069291836e+03 -7.454253465180715921e+02
1.002009063324625458e+04 -2.594748420982726600e+01
1.019545947759340925e+04 -6.717208049923176816e+01
9.569278755381827068e+03 4.366169310011622429e+01
1.003411562184229115e+04 -6.782561445851255257e+02
1.031211745039620473e+04 5.907042109778077332e+01
9.589784493736080549e+03 -8.977046719893531872e+02
9.914028305518750130e+03 -1.088457779456407053e+02
9.734412545426772340e+03 -1.013293279481672471e+03
9.555850001899922063e+03 -3.649367277886955208e+02
9.770535702110280909e+03 3.158966174062435357e+02
9.939171093577480860e+03 1.152384517030595390e+02
1.018556036313745062e+04 5.004584400314408867e+02
9.882546636410676001e+03 3.808651766854186462e+02
1.051941243034735999e+04 9.697244339934399022e+02
1.028307324460152086e+04 7.248990749873389632e+02
9.955423781335912281e+03 8.206341591509229261e+01
9.786948477465843098e+03 -1.563096778010581147e+02
9.945655225183112634e+03 -4.096911534815801019e+02
1.007333378676914617e+04 -3.385905071845588168e+02
9.896029743453276751e+03 -1.258152979060512280e+02
9.880085640138111557e+03 7.134882924742593104e+02
9.878544297110191110e+03 -3.188555110785729880e+02
1.010562842418815671e+04 7.685865378021824199e+02
1.016404559650200099e+04 5.204666368809769210e+02
9.502909153912969487e+03 -9.381906670585194661e+02
1.074866454930810141e+04 1.287313686328075164e+03
1.038878220090973809e+04 2.114851986384288978e+02
1.009330061901815498e+04 1.735954740666172711e+02
9.527191278555557801e+03 -1.547855695984257238e+02
1.037606873021434330e+04 1.419548640610226187e+02
9.935989372950396501e+03 5.088378742778754145e+02
1.041149051977692216e+04 2.686929546784353420e+02
9.889852071637065819e+03 -2.713344412790017373e+02
9.999690764051394581e+03 -3.710760565172844281e+02
9.878600885810856198e+03 -6.272920589969508001e+02
1.032212407249543503e+04 5.692706960931633375e+02
9.547662053872896649e+03 -6.119910796101478354e+02
1.010618539759617670e+04 -9.842962229936139806e+01
9.829241559452408183e+03 -7.439475083373046971e+01
1.038221811268729289e+04 1.425290945042050225e+03
9.676710130186049355e+03 -2.813222238997776685e+02
1.011416872916790089e+04 1.037545291057765127e+02
1.061966937082548793e+04 6.494695871619537684e+02
9.930412363045115853e+03 8.508868378478150873e+01
1.018864955895316598e+04 8.672097179407003296e+02
9.519636877231157996e+03 -5.692597984814204892e+02
1.057766638890815739e+04 2.338415434919706115e+02
9.887109924749509446e+03 -4.562711449869776743e+02
9.863593391707074261e+03 -5.067115391860320415e+02
9.924998392605633853e+03 -4.986554113602580856e+02
9.867892364001023452e+03 -2.857055321258303593e+02
1.000240280131504551e+04 -1.334103354731738875e+02
1.034631530610667869e+04 4.406683189925233819e+02
9.773883008209446416e+03 -2.654172713407687638e+02
1.060048903422365765e+04 7.325016296006209586e+02
1.019820821588236868e+04 -1.064553118476747642e+02
